chr1	1	1000000	0.143489
chr1	1000001	2000000	0.110523
chr1	2000001	3000000	0.062248
chr1	3000001	4000000	0.112504
chr1	4000001	5000000	0.071652
chr1	5000001	6000000	0.070032
chr1	6000001	7000000	0.071497
chr1	7000001	8000000	0.093073
chr1	8000001	9000000	0.074944
chr1	9000001	10000000	0.096517
chr1	10000001	11000000	0.065915
chr1	11000001	12000000	0.120804
chr1	12000001	13000000	0.084930
chr1	13000001	14000000	0.097542
chr1	14000001	15000000	0.115238
chr1	15000001	16000000	0.100417
chr1	16000001	17000000	0.070188
chr1	17000001	18000000	0.080758
chr1	18000001	19000000	0.147384
chr1	19000001	20000000	0.070149
chr1	20000001	21000000	0.096165
chr1	21000001	22000000	0.074490
chr1	22000001	23000000	0.113821
chr1	23000001	24000000	0.088457
chr1	24000001	25000000	0.084195
chr1	25000001	26000000	0.076107
chr1	26000001	27000000	0.096851
chr1	27000001	28000000	0.073444
chr1	28000001	29000000	0.090419
chr1	29000001	30000000	0.060868
chr1	30000001	31000000	0.073289
chr1	31000001	32000000	0.047035
chr1	32000001	33000000	0.077416
chr1	33000001	34000000	0.123731
chr1	34000001	35000000	0.086815
chr1	35000001	36000000	0.061817
chr1	36000001	37000000	0.145529
chr1	37000001	38000000	0.194958
chr1	38000001	39000000	0.225567
chr1	39000001	40000000	0.242274
chr1	40000001	41000000	0.224896
chr1	41000001	42000000	0.238220
chr1	42000001	43000000	0.275101
chr1	43000001	44000000	0.160231
chr1	44000001	45000000	0.082440
chr1	45000001	46000000	0.067428
chr1	46000001	47000000	0.087805
chr1	47000001	48000000	0.091370
chr1	48000001	49000000	0.068973
chr1	49000001	50000000	0.064145
chr1	50000001	51000000	0.104380
chr1	51000001	52000000	0.091521
chr1	52000001	53000000	0.118599
chr1	53000001	54000000	0.134747
chr1	54000001	55000000	0.054606
chr1	55000001	56000000	0.109062
chr1	56000001	57000000	0.095060
chr1	57000001	58000000	0.090131
chr1	58000001	59000000	0.112442
chr1	59000001	60000000	0.093899
chr1	60000001	61000000	0.067996
chr1	61000001	62000000	0.070423
chr1	62000001	63000000	0.051543
chr1	63000001	64000000	0.123341
chr1	64000001	65000000	0.109956
chr1	65000001	66000000	0.055444
chr1	66000001	67000000	0.096900
chr1	67000001	68000000	0.058343
chr1	68000001	69000000	0.084657
chr1	69000001	70000000	0.081350
chr1	70000001	71000000	0.066466
chr1	71000001	72000000	0.097130
chr1	72000001	73000000	0.075366
chr1	73000001	74000000	0.067535
chr1	74000001	75000000	0.068041
chr1	75000001	76000000	0.117726
chr1	76000001	77000000	0.096941
chr1	77000001	78000000	0.147557
chr1	78000001	79000000	0.099356
chr1	79000001	80000000	0.124222
chr1	80000001	81000000	0.083291
chr1	81000001	82000000	0.080933
chr1	82000001	83000000	0.063941
chr1	83000001	84000000	0.082561
chr1	84000001	85000000	0.074700
chr1	85000001	86000000	0.075371
chr1	86000001	87000000	0.059915
chr1	87000001	88000000	0.100581
chr1	88000001	89000000	0.086912
chr1	89000001	90000000	0.080436
chr1	90000001	91000000	0.077088
chr1	91000001	92000000	0.057744
chr1	92000001	93000000	0.064403
chr1	93000001	94000000	0.133180
chr1	94000001	95000000	0.119478
chr1	95000001	96000000	0.077473
chr1	96000001	96096873	0.038618
chr10	1	1000000	0.097042
chr10	1000001	2000000	0.081565
chr10	2000001	3000000	0.092090
chr10	3000001	4000000	0.177581
chr10	4000001	5000000	0.094731
chr10	5000001	6000000	0.129202
chr10	6000001	7000000	0.115655
chr10	7000001	8000000	0.149454
chr10	8000001	9000000	0.072035
chr10	9000001	10000000	0.128928
chr10	10000001	11000000	0.128545
chr10	11000001	12000000	0.108332
chr10	12000001	13000000	0.151020
chr10	13000001	14000000	0.158465
chr10	14000001	15000000	0.111293
chr10	15000001	16000000	0.162448
chr10	16000001	17000000	0.212627
chr10	17000001	18000000	0.174191
chr10	18000001	19000000	0.125879
chr10	19000001	20000000	0.120665
chr10	20000001	21000000	0.142854
chr10	21000001	22000000	0.190767
chr10	22000001	23000000	0.107907
chr10	23000001	24000000	0.088369
chr10	24000001	25000000	0.101224
chr10	25000001	26000000	0.127725
chr10	26000001	27000000	0.075694
chr10	27000001	28000000	0.129756
chr10	28000001	29000000	0.095990
chr10	29000001	30000000	0.121901
chr10	30000001	31000000	0.102346
chr10	31000001	32000000	0.098396
chr10	32000001	33000000	0.156776
chr10	33000001	34000000	0.203871
chr10	34000001	35000000	0.234264
chr10	35000001	36000000	0.138138
chr10	36000001	37000000	0.125010
chr10	37000001	38000000	0.127141
chr10	38000001	39000000	0.084095
chr10	39000001	40000000	0.115282
chr10	40000001	41000000	0.103406
chr10	41000001	42000000	0.105489
chr10	42000001	43000000	0.100763
chr10	43000001	44000000	0.113337
chr10	44000001	45000000	0.114019
chr10	45000001	46000000	0.114525
chr10	46000001	47000000	0.099530
chr10	47000001	48000000	0.095211
chr10	48000001	49000000	0.080570
chr10	49000001	50000000	0.143011
chr10	50000001	51000000	0.089032
chr10	51000001	52000000	0.089241
chr10	52000001	53000000	0.070009
chr10	53000001	54000000	0.111426
chr10	54000001	55000000	0.123192
chr10	55000001	56000000	0.112440
chr10	56000001	57000000	0.132783
chr10	57000001	58000000	0.108207
chr10	58000001	59000000	0.119196
chr10	59000001	60000000	0.122892
chr10	60000001	61000000	0.116236
chr10	61000001	62000000	0.085119
chr10	62000001	63000000	0.075017
chr10	63000001	64000000	0.148604
chr10	64000001	65000000	0.141394
chr10	65000001	66000000	0.098631
chr10	66000001	67000000	0.172962
chr10	67000001	68000000	0.111104
chr10	68000001	68053814	0.078771
chr11	1	1000000	0.185450
chr11	1000001	2000000	0.126516
chr11	2000001	3000000	0.100308
chr11	3000001	4000000	0.105126
chr11	4000001	5000000	0.143435
chr11	5000001	6000000	0.118405
chr11	6000001	7000000	0.080595
chr11	7000001	8000000	0.128069
chr11	8000001	9000000	0.198034
chr11	9000001	10000000	0.166377
chr11	10000001	11000000	0.182671
chr11	11000001	12000000	0.216123
chr11	12000001	13000000	0.061534
chr11	13000001	14000000	0.096094
chr11	14000001	15000000	0.085851
chr11	15000001	16000000	0.160366
chr11	16000001	17000000	0.168528
chr11	17000001	18000000	0.155518
chr11	18000001	19000000	0.138532
chr11	19000001	20000000	0.156090
chr11	20000001	21000000	0.096341
chr11	21000001	22000000	0.171365
chr11	22000001	23000000	0.119989
chr11	23000001	24000000	0.106981
chr11	24000001	25000000	0.106585
chr11	25000001	26000000	0.113173
chr11	26000001	27000000	0.103250
chr11	27000001	28000000	0.118289
chr11	28000001	29000000	0.094392
chr11	29000001	30000000	0.143657
chr11	30000001	31000000	0.177587
chr11	31000001	32000000	0.277519
chr11	32000001	33000000	0.250782
chr11	33000001	34000000	0.155039
chr11	34000001	35000000	0.133679
chr11	35000001	36000000	0.074762
chr11	36000001	37000000	0.068144
chr11	37000001	38000000	0.060596
chr11	38000001	39000000	0.088105
chr11	39000001	40000000	0.101985
chr11	40000001	41000000	0.157476
chr11	41000001	42000000	0.123494
chr11	42000001	43000000	0.084701
chr11	43000001	44000000	0.164880
chr11	44000001	45000000	0.169508
chr11	45000001	46000000	0.107409
chr11	46000001	47000000	0.091580
chr11	47000001	48000000	0.102356
chr11	48000001	49000000	0.090632
chr11	49000001	50000000	0.132983
chr11	50000001	51000000	0.103087
chr11	51000001	52000000	0.058985
chr11	52000001	53000000	0.149822
chr11	53000001	54000000	0.081166
chr11	54000001	55000000	0.076431
chr11	55000001	56000000	0.204373
chr11	56000001	57000000	0.100396
chr11	57000001	58000000	0.115658
chr11	58000001	59000000	0.150418
chr11	59000001	60000000	0.097521
chr11	60000001	61000000	0.132495
chr11	61000001	62000000	0.080967
chr11	62000001	63000000	0.089293
chr11	63000001	64000000	0.071136
chr11	64000001	65000000	0.137272
chr11	65000001	66000000	0.072635
chr11	66000001	67000000	0.108435
chr11	67000001	68000000	0.120314
chr11	68000001	69000000	0.130245
chr11	69000001	70000000	0.114046
chr11	70000001	71000000	0.092511
chr11	71000001	72000000	0.094581
chr11	72000001	73000000	0.088450
chr11	73000001	74000000	0.100105
chr11	74000001	75000000	0.116684
chr11	75000001	76000000	0.161984
chr11	76000001	77000000	0.156718
chr11	77000001	78000000	0.091875
chr11	78000001	79000000	0.124573
chr11	79000001	80000000	0.259327
chr11	80000001	81000000	0.119323
chr11	81000001	82000000	0.134515
chr11	82000001	83000000	0.105712
chr11	83000001	84000000	0.108712
chr11	84000001	85000000	0.099799
chr11	85000001	86000000	0.121655
chr11	86000001	87000000	0.142660
chr11	87000001	88000000	0.201169
chr11	88000001	89000000	0.176721
chr11	89000001	89337516	0.057467
chr12	1	1000000	0.106537
chr12	1000001	2000000	0.055862
chr12	2000001	3000000	0.070090
chr12	3000001	4000000	0.159219
chr12	4000001	5000000	0.092144
chr12	5000001	6000000	0.076809
chr12	6000001	7000000	0.094873
chr12	7000001	8000000	0.060347
chr12	8000001	9000000	0.086684
chr12	9000001	10000000	0.124679
chr12	10000001	11000000	0.084533
chr12	11000001	12000000	0.075767
chr12	12000001	13000000	0.088805
chr12	13000001	14000000	0.099587
chr12	14000001	15000000	0.077624
chr12	15000001	16000000	0.156089
chr12	16000001	17000000	0.095169
chr12	17000001	18000000	0.093334
chr12	18000001	19000000	0.090327
chr12	19000001	20000000	0.090688
chr12	20000001	21000000	0.074300
chr12	21000001	22000000	0.128630
chr12	22000001	23000000	0.082730
chr12	23000001	24000000	0.095809
chr12	24000001	25000000	0.096463
chr12	25000001	26000000	0.083451
chr12	26000001	27000000	0.104987
chr12	27000001	28000000	0.070050
chr12	28000001	29000000	0.109723
chr12	29000001	30000000	0.067006
chr12	30000001	31000000	0.084044
chr12	31000001	32000000	0.096772
chr12	32000001	33000000	0.094305
chr12	33000001	34000000	0.106981
chr12	34000001	35000000	0.071835
chr12	35000001	36000000	0.063113
chr12	36000001	37000000	0.133929
chr12	37000001	38000000	0.074594
chr12	38000001	39000000	0.080994
chr12	39000001	40000000	0.078114
chr12	40000001	41000000	0.080858
chr12	41000001	42000000	0.113549
chr12	42000001	43000000	0.074166
chr12	43000001	44000000	0.076728
chr12	44000001	45000000	0.080926
chr12	45000001	46000000	0.127862
chr12	46000001	47000000	0.099082
chr12	47000001	48000000	0.189905
chr12	48000001	49000000	0.072095
chr12	49000001	50000000	0.099204
chr12	50000001	51000000	0.074245
chr12	51000001	52000000	0.074519
chr12	52000001	53000000	0.075028
chr12	53000001	54000000	0.094367
chr12	54000001	55000000	0.076267
chr12	55000001	56000000	0.062974
chr12	56000001	57000000	0.067183
chr12	57000001	58000000	0.114858
chr12	58000001	59000000	0.115229
chr12	59000001	60000000	0.168416
chr12	60000001	61000000	0.284005
chr12	61000001	62000000	0.174708
chr12	62000001	63000000	0.102210
chr12	63000001	64000000	0.112705
chr12	64000001	65000000	0.064647
chr12	65000001	66000000	0.079863
chr12	66000001	67000000	0.072675
chr12	67000001	68000000	0.074682
chr12	68000001	69000000	0.088503
chr12	69000001	70000000	0.139963
chr12	70000001	71000000	0.145515
